Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08152017 11:25:17.156274	60	443	Station3_90deg_50fps_15Sec_9min	78.938796	14.248833	0.020432	14.2411	0.00828	-0.01094	0.008243	-0.009979	0.00831	-0.01048	0.00782	-0.009788	0.007976	-0.010776	0.015423	0.000012	0.007652	-0.010122	0.008721	-0.010376	0.008035	-0.01047	0.008752	-0.009738	0.007258	-0.011233	0.007867	-0.010547	0.007749	-0.010922	0.007749	-0.01032	0.008114	-0.011071	0.008138	-0.010292	0.008176	-0.011137	0.008246	-0.011008	0.007777	-0.010935	0.000078	0.000499	0.008142	-0.010655	0.008371	-0.010878	0.000028	0.000269	0.00064	0.000055	0.000316	0.000145	0.000367	0.000636	-0.000069	0.000096	0.00009	-0.000003	0.016009	0.000289	0.000558	0.000323	0.000214	0.000386	0.000805	0.000544	538.608796	2.795098	2051.832	50.174881	294705.4029
08152017 11:26:17.156274	60	444	Station3_90deg_50fps_15Sec_10min	78.982573	14.248513	0.02046	14.240987	0.008076	-0.011142	0.00791	-0.010167	0.008096	-0.010727	0.007618	-0.009904	0.007721	-0.011	0.015349	-0.000017	0.007381	-0.010287	0.008527	-0.010622	0.007831	-0.010727	0.008539	-0.009887	0.006973	-0.011513	0.00768	-0.010792	0.007581	-0.011182	0.007454	-0.010488	0.007903	-0.011307	0.00789	-0.010459	0.007936	-0.011389	0.00797	-0.011224	0.007496	-0.011133	0.000073	0.000537	0.007922	-0.010849	0.008154	-0.011072	0.000031	0.00029	0.000704	0.000052	0.000335	0.000149	0.000393	0.000657	-0.000076	0.0001	0.000084	-0.000009	0.015948	0.000305	0.00057	0.000342	0.000227	0.000416	0.00087	0.000574	538.652573	2.798892	2051.78592	50.211512	294890.1278
08152017 11:31:31.156274	61	445	Station3_90deg_95fps_15Sec_1min	79.652291	14.2429	0.070552	14.218727	0.024406	-0.040994	0.023794	-0.039886	0.024373	-0.040611	0.023711	-0.039509	0.024068	-0.040747	0.044274	0.000002	0.023772	-0.039828	0.025516	-0.040448	0.024751	-0.040615	0.025487	-0.039632	0.023385	-0.041499	0.024407	-0.040666	0.024406	-0.041098	0.023994	-0.040179	0.025418	-0.041274	0.024682	-0.040206	0.024479	-0.041371	0.024141	-0.041128	0.023919	-0.040959	0.00018	0.000774	0.024836	-0.040709	0.02518	-0.041101	0.000126	0.000465	0.001002	0.000144	0.000547	0.000269	0.000596	0.000855	0.000007	0.000195	0.000202	0.000098	0.044874	0.00048	0.00074	0.000515	0.000368	0.000609	0.001199	0.000814	539.322291	9.651523	2050.9776	93.273102	547415.2411
08152017 11:32:41.156274	61	446	Station3_90deg_95fps_15Sec_2min	80.543589	14.24276	0.070788	14.21854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	540.213589	9.683762	2050.95744	93.506172	547874.7599
08152017 11:33:42.156274	61	447	Station3_90deg_95fps_15Sec_3min	80.934856	14.242153	0.070329	14.21836	0.024415	-0.04083	0.023693	-0.039579	0.024268	-0.040396	0.023655	-0.03912	0.024059	-0.040587	0.048297	-0.000091	0.023565	-0.039498	0.025561	-0.04022	0.024724	-0.040406	0.025591	-0.039246	0.023312	-0.041405	0.024388	-0.040466	0.024368	-0.040979	0.023876	-0.039885	0.025364	-0.041152	0.024598	-0.039903	0.024616	-0.04125	0.024336	-0.040932	0.023861	-0.040703	0.000123	0.00085	0.024804	-0.040376	0.025245	-0.040835	0.000049	0.000465	0.001121	0.00007	0.00057	0.000222	0.000635	0.000953	-0.000101	0.000128	0.000147	0.000007	0.048991	0.000473	0.000811	0.000536	0.000358	0.000654	0.001366	0.000881	540.604856	9.620989	2050.87008	93.238749	545884.4806
08152017 11:34:42.156274	61	448	Station3_90deg_95fps_15Sec_4min	81.187085	14.24326	0.069944	14.218593	0.024477	-0.040829	0.023647	-0.039541	0.024224	-0.04039	0.023477	-0.03902	0.023927	-0.040561	0.049916	-0.000071	0.023653	-0.039417	0.025851	-0.040185	0.024729	-0.040417	0.025643	-0.039171	0.023332	-0.041396	0.024305	-0.040435	0.024567	-0.040958	0.023786	-0.039818	0.025265	-0.041126	0.02448	-0.039815	0.024796	-0.0412	0.024867	-0.040863	0.024222	-0.040609	0.000187	0.000959	0.024899	-0.04024	0.0253	-0.040723	0.000093	0.000532	0.00123	0.000128	0.000651	0.000262	0.000712	0.001055	-0.000071	0.000176	0.000186	0.000057	0.050614	0.000523	0.000888	0.000607	0.000426	0.000742	0.001484	0.000951	540.857085	9.568312	2051.02944	93.001568	544280.1777
08152017 11:35:42.156274	61	449	Station3_90deg_95fps_15Sec_5min	81.37307	14.243567	0.070402	14.218907	0.024626	-0.040759	0.023748	-0.039489	0.024451	-0.040363	0.023642	-0.038916	0.024097	-0.040524	0.051581	-0.000065	0.023617	-0.039347	0.025612	-0.040173	0.024797	-0.040402	0.025567	-0.039092	0.023201	-0.041391	0.024294	-0.040407	0.024308	-0.040958	0.023825	-0.039742	0.025409	-0.041123	0.024509	-0.039759	0.024745	-0.041198	0.024414	-0.040823	0.023828	-0.040561	0.00021	0.001015	0.024795	-0.040171	0.025251	-0.040679	0.000124	0.000577	0.001332	0.000141	0.000721	0.000313	0.000777	0.001116	-0.000054	0.000208	0.000225	0.000084	0.052308	0.000589	0.000949	0.000664	0.000469	0.000799	0.001598	0.001055	541.04307	9.631039	2051.0736	93.320548	545975.7316
08152017 11:36:42.156274	61	450	Station3_90deg_95fps_15Sec_6min	81.545576	14.243647	0.071223	14.218427	0.02509	-0.040138	0.024104	-0.038878	0.024845	-0.039771	0.024159	-0.038255	0.024749	-0.039902	0.053058	-0.00001	0.024252	-0.0387	0.026264	-0.039567	0.02531	-0.039813	0.026164	-0.038443	0.023833	-0.040772	0.024986	-0.039803	0.025047	-0.040347	0.024276	-0.039101	0.025966	-0.040515	0.025123	-0.039112	0.025382	-0.040595	0.025039	-0.040191	0.024386	-0.039919	0.000311	0.001152	0.025527	-0.039525	0.026023	-0.040044	0.000198	0.000674	0.001463	0.000256	0.00086	0.000442	0.000918	0.001246	0.000038	0.000292	0.000313	0.000172	0.053773	0.000705	0.001075	0.000796	0.000596	0.000943	0.001752	0.001182	541.215576	9.743334	2051.08512	93.87698	549067.7545
08152017 11:37:42.156274	61	451	Station3_90deg_95fps_15Sec_7min	81.695789	14.243833	0.070519	14.219	0.024975	-0.040271	0.024058	-0.038923	0.02482	-0.039861	0.02397	-0.038296	0.024525	-0.040028	0.047295	-0.000029	0.02411	-0.038757	0.026162	-0.039645	0.025242	-0.039913	0.026082	-0.038491	0.023592	-0.04089	0.024783	-0.039891	0.024844	-0.040482	0.024122	-0.039161	0.025826	-0.040652	0.024906	-0.039175	0.025314	-0.040712	0.024992	-0.040296	0.024394	-0.039988	0.000327	0.001212	0.025382	-0.039538	0.025778	-0.040089	0.00021	0.000715	0.001549	0.000262	0.000891	0.000428	0.000948	0.001298	0.000022	0.000294	0.000327	0.000176	0.048012	0.000731	0.001128	0.000817	0.000615	0.000971	0.00184	0.001244	541.365789	9.646972	2051.112	93.42458	546269.969
08152017 11:38:42.156274	61	452	Station3_90deg_95fps_15Sec_8min	81.808973	14.243393	0.070386	14.219067	0.02493	-0.040256	0.023966	-0.038803	0.02467	-0.039801	0.023781	-0.038163	0.024424	-0.040022	0.04132	-0.000021	0.023951	-0.038657	0.026118	-0.039579	0.025117	-0.039857	0.026054	-0.038354	0.023553	-0.040911	0.024803	-0.039848	0.024718	-0.040497	0.024082	-0.039087	0.025779	-0.040688	0.024811	-0.039113	0.025276	-0.040755	0.024938	-0.040306	0.024232	-0.03999	0.000328	0.001289	0.025258	-0.039501	0.025767	-0.040094	0.000213	0.000741	0.001635	0.000259	0.000964	0.000459	0.001014	0.00139	0.00001	0.000297	0.000333	0.000164	0.042096	0.000775	0.001208	0.00087	0.000643	0.001028	0.001955	0.00131	541.478973	9.628823	2051.04864	93.347973	545689.7312
08152017 11:39:42.156274	61	453	Station3_90deg_95fps_15Sec_9min	81.908048	14.244087	0.070287	14.219213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	541.578048	9.615325	2051.14848	93.288877	545269.9857
08152017 11:40:42.156274	61	454	Station3_90deg_95fps_15Sec_9min	82.03051	14.24428	0.0706	14.218907	0.025161	-0.040195	0.024151	-0.038531	0.025031	-0.039653	0.024005	-0.037776	0.024498	-0.039938	0.028938	-0.000043	0.023851	-0.038354	0.026409	-0.039397	0.025213	-0.039735	0.026194	-0.037998	0.023446	-0.040922	0.024664	-0.03969	0.024809	-0.040443	0.023997	-0.038828	0.025782	-0.040645	0.024816	-0.038833	0.025395	-0.040718	0.02495	-0.040184	0.024254	-0.039792	0.000336	0.00146	0.025394	-0.039218	0.025828	-0.039874	0.000216	0.000828	0.001863	0.000268	0.001093	0.000505	0.001149	0.001589	-0.000014	0.000324	0.000354	0.000164	0.029795	0.000873	0.001381	0.000986	0.000725	0.001168	0.002235	0.001485	541.70051	9.65808	2051.17632	93.50571	546424.4663
08152017 11:41:42.156274	61	455	Station3_90deg_95fps_15Sec_10min	82.140271	14.24316	0.070214	14.218407	0.025069	-0.040054	0.024094	-0.038323	0.0252	-0.039516	0.024087	-0.03753	0.024609	-0.039845	0.023513	-0.000128	0.023983	-0.038151	0.026353	-0.039261	0.025161	-0.039578	0.026352	-0.03776	0.023527	-0.040874	0.024686	-0.039578	0.024892	-0.040386	0.024042	-0.03865	0.025801	-0.040569	0.024852	-0.038672	0.025569	-0.040659	0.025348	-0.04008	0.024443	-0.039671	0.000302	0.001482	0.025355	-0.039039	0.025804	-0.039737	0.000172	0.000825	0.001926	0.000211	0.001075	0.000459	0.001149	0.001619	-0.000089	0.000267	0.000311	0.000097	0.02444	0.000841	0.001385	0.000962	0.000699	0.001178	0.002314	0.001514	541.810271	9.605248	2051.01504	93.26306	544849.2823
08152017 11:43:03.156274	61	456	Station3_90deg_95fps_15Sec_10min	82.294255	14.242087	0.070576	14.217653	0.025298	-0.040027	0.02426	-0.038173	0.025453	-0.039478	0.024171	-0.037313	0.024563	-0.039807	0.015761	-0.000115	0.023841	-0.038002	0.026587	-0.039204	0.025261	-0.039557	0.02641	-0.037569	0.023315	-0.040907	0.024616	-0.039539	0.024927	-0.040384	0.023876	-0.038518	0.025751	-0.04059	0.024774	-0.038526	0.025678	-0.04067	0.025258	-0.040028	0.024389	-0.039568	0.000342	0.001649	0.025614	-0.038878	0.026204	-0.039619	0.000212	0.000921	0.002132	0.000263	0.001218	0.000529	0.001285	0.001796	-0.000084	0.000317	0.000365	0.000137	0.016716	0.000948	0.00155	0.001086	0.00079	0.001309	0.002539	0.00167	541.964255	9.654852	2050.86048	93.520048	546158.0587
08152017 12:06:33.086274	62	457	Station3_90deg_windoff_15sec	80.248169	14.250327	-0.000075	14.2505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	539.918169	-0.010287	2052.04704	NaN	NaN
08152017 12:07:16.086274	62	458	Station3_90deg_windoff_15sec	80.403083	14.250373	-0.000077	14.250467	0.000047	-0.000008	0.000082	-0.000024	0.000013	0.000072	0.000065	-0.000151	0.000044	0.000053	-0.002985	0.000022	0.000063	-0.000029	-0.000039	0.000061	0.000014	0.000018	0.000018	-0.000091	0.000111	0.000182	0.000091	0.000047	0.000034	0.00009	0.000119	-0.000051	0.00008	0.000124	0.000196	-0.000055	0.000003	0.000093	-0.000028	-0.000004	0.000051	-0.000022	0.00004	-0.000102	0.000047	-0.000066	-0.000013	-0.000017	-0.000027	-0.000047	-0.000129	0.000022	-0.00006	-0.000015	-0.000101	-0.000116	0.000017	0.000018	-0.000002	0.000009	-0.002954	-0.000025	-0.00006	-0.000084	-0.000034	-0.00006	-0.000173	-0.000102	540.073083	-0.010561	2052.05376	NaN	NaN
08152017 12:13:07.086274	62	459	Station3_90deg_140fps_15sec_0min	83.498024	14.235207	0.151902	14.181607	0.051107	-0.088877	0.050291	-0.087248	0.050037	-0.087651	0.04961	-0.088013	0.050924	-0.087917	0.07264	0.000371	0.05075	-0.087694	0.052397	-0.087699	0.052339	-0.087554	0.053411	-0.087874	0.050325	-0.089176	0.05159	-0.088253	0.052106	-0.088305	0.051797	-0.08814	0.053826	-0.088612	0.052998	-0.088158	0.051501	-0.088622	0.051056	-0.088781	0.050998	-0.088832	0.000313	0.000601	0.052505	-0.088809	0.052958	-0.089195	0.000226	0.000458	0.00068	0.000257	0.000442	0.000355	0.000441	0.000787	0.000193	0.000377	0.000363	0.000252	0.073231	0.000497	0.000795	0.000437	0.000319	0.000474	0.000775	0.000591	543.168024	20.780139	2049.86976	137.279818	800791.0672
08152017 12:14:07.086274	62	460	Station3_90deg_140fps_15sec_1min	85.259109	14.234673	0.150212	14.181727	0.051985	-0.087565	0.051169	-0.085622	0.050507	-0.086224	0.049666	-0.086506	0.051037	-0.086604	0.067994	0.000576	0.050902	-0.086213	0.053331	-0.086293	0.053037	-0.086132	0.054335	-0.086271	0.05071	-0.087996	0.052214	-0.086902	0.052684	-0.087044	0.05265	-0.086742	0.054254	-0.087432	0.053691	-0.086758	0.052219	-0.087419	0.051862	-0.087565	0.051505	-0.087581	0.0005	0.000931	0.05302	-0.087507	0.053286	-0.088005	0.000366	0.000667	0.001028	0.000479	0.000733	0.000569	0.000708	0.001149	0.000301	0.000534	0.00053	0.000413	0.068752	0.000745	0.001167	0.000719	0.00057	0.000782	0.001196	0.000942	544.929109	20.549002	2049.79296	136.74008	795009.5868
08152017 12:15:07.086274	62	461	Station3_90deg_140fps_15sec_2min	86.217233	14.234127	0.151722	14.181087	0.052047	-0.087356	0.051226	-0.085108	0.05055	-0.085871	0.049741	-0.085917	0.051027	-0.086287	0.061994	0.000493	0.050761	-0.085703	0.0534	-0.085897	0.053016	-0.085729	0.05452	-0.085613	0.050587	-0.087784	0.052284	-0.086508	0.052775	-0.086741	0.052485	-0.086246	0.054268	-0.087171	0.053669	-0.086277	0.052543	-0.087149	0.052087	-0.087241	0.051742	-0.087205	0.000415	0.001005	0.053331	-0.087019	0.05362	-0.08756	0.000287	0.000669	0.001151	0.000394	0.000762	0.000539	0.000764	0.001306	0.000194	0.000484	0.000469	0.000318	0.062928	0.000775	0.0013	0.000778	0.000587	0.000863	0.001393	0.001043	545.887233	20.755633	2049.71424	137.54728	798291.408
08152017 12:16:09.086274	62	462	Station3_90deg_140fps_15sec_3min	86.863168	14.234687	0.150905	14.181113	0.052065	-0.087061	0.051427	-0.084609	0.050994	-0.085551	0.050087	-0.085388	0.051284	-0.08604	0.055085	0.000484	0.05091	-0.085278	0.053713	-0.085579	0.053315	-0.085406	0.05477	-0.085061	0.050563	-0.087659	0.052348	-0.086198	0.052913	-0.086517	0.052476	-0.085846	0.054257	-0.086968	0.053489	-0.085857	0.052449	-0.086979	0.051912	-0.086987	0.051443	-0.086909	0.000417	0.001151	0.053325	-0.086626	0.053659	-0.087242	0.000283	0.000733	0.00134	0.000383	0.000864	0.000579	0.000881	0.001494	0.000154	0.00049	0.000474	0.000288	0.056153	0.000853	0.001461	0.000886	0.000661	0.000991	0.001644	0.001202	546.533168	20.643758	2049.79488	137.255591	795675.8767
08152017 12:17:07.086274	62	463	Station3_90deg_140fps_15sec_4min	87.332821	14.233333	0.150184	14.18102	0.052148	-0.087081	0.051306	-0.084441	0.051041	-0.085518	0.049921	-0.085095	0.051389	-0.085995	0.049395	0.000424	0.050907	-0.085082	0.053761	-0.085501	0.053195	-0.085346	0.054849	-0.084762	0.050346	-0.087715	0.052244	-0.086138	0.052784	-0.086509	0.052314	-0.08568	0.054208	-0.086998	0.053489	-0.085732	0.052501	-0.087072	0.052051	-0.087026	0.051643	-0.086912	0.000427	0.001282	0.053331	-0.086573	0.053598	-0.087245	0.000267	0.000798	0.001517	0.000394	0.000951	0.000594	0.000962	0.001627	0.000108	0.000489	0.000488	0.000288	0.050563	0.000905	0.001569	0.000956	0.00069	0.001067	0.001837	0.001307	547.002821	20.545153	2049.6	136.993649	793389.4345
08152017 12:18:07.086274	62	464	Station3_90deg_140fps_15sec_5min	87.738115	14.23524	0.150721	14.180813	0.052123	-0.086894	0.051555	-0.084165	0.051119	-0.085389	0.049854	-0.084776	0.051552	-0.085887	0.044669	0.000382	0.050805	-0.084862	0.053767	-0.08538	0.053007	-0.085235	0.054915	-0.084468	0.050264	-0.08772	0.052402	-0.086033	0.052792	-0.086467	0.052021	-0.085479	0.054281	-0.086953	0.053233	-0.085537	0.052542	-0.087017	0.052231	-0.086886	0.051396	-0.086733	0.000454	0.001412	0.053316	-0.086317	0.054032	-0.086998	0.00029	0.000876	0.001679	0.000392	0.000992	0.000598	0.001025	0.00173	0.000081	0.000509	0.000494	0.000274	0.045899	0.000943	0.001643	0.000995	0.000725	0.001152	0.002025	0.001423	547.408115	20.618569	2049.87456	137.279162	794568.5475
08152017 12:19:07.086274	62	465	Station3_90deg_140fps_15sec_6min	88.075065	14.234233	0.150419	14.181053	0.052445	-0.086666	0.05135	-0.083823	0.051179	-0.08517	0.050129	-0.084309	0.051548	-0.08563	0.039045	0.000314	0.050844	-0.084488	0.054047	-0.085129	0.053022	-0.085007	0.054766	-0.084016	0.050226	-0.087561	0.052271	-0.085778	0.052936	-0.086245	0.052065	-0.085065	0.054233	-0.086709	0.053289	-0.085119	0.052849	-0.08681	0.052199	-0.086601	0.051673	-0.086395	0.000429	0.001494	0.053667	-0.085937	0.054065	-0.086698	0.000264	0.000902	0.001817	0.000389	0.001072	0.000609	0.001114	0.001854	0.000054	0.000507	0.000507	0.000269	0.04034	0.000988	0.001725	0.001071	0.000771	0.001247	0.002214	0.001547	547.745065	20.577374	2049.7296	137.189385	793499.9575
08152017 12:20:07.086274	62	466	Station3_90deg_140fps_15sec_7min	88.372954	14.23342	0.149793	14.180847	0.052569	-0.086518	0.05139	-0.083631	0.051269	-0.08508	0.049964	-0.084026	0.051402	-0.085515	0.03465	0.00037	0.050719	-0.084283	0.054078	-0.085027	0.053175	-0.084947	0.054924	-0.083775	0.050153	-0.087506	0.052126	-0.085657	0.052986	-0.086179	0.05202	-0.084849	0.05424	-0.08664	0.053274	-0.084906	0.053036	-0.086743	0.052386	-0.086475	0.051703	-0.086228	0.000506	0.001671	0.053712	-0.085732	0.053952	-0.086533	0.000321	0.001018	0.002015	0.000461	0.001201	0.000696	0.001255	0.002005	0.000109	0.000579	0.000578	0.000328	0.035971	0.001103	0.001853	0.001197	0.000869	0.001374	0.002433	0.001696	548.042954	20.491682	2049.61248	136.945374	791603.5258
08152017 12:21:07.086274	62	467	Station3_90deg_140fps_15sec_8min	88.641561	14.23362	0.149605	14.18046	0.052329	-0.086576	0.051089	-0.083646	0.051251	-0.085192	0.049903	-0.083937	0.051353	-0.08562	0.030893	0.000269	0.050562	-0.084274	0.054113	-0.085118	0.052985	-0.085062	0.054758	-0.083737	0.050073	-0.08766	0.052129	-0.085741	0.052813	-0.086303	0.051847	-0.084822	0.054233	-0.086714	0.05299	-0.084878	0.052804	-0.086851	0.052186	-0.0865	0.051281	-0.086216	0.000453	0.001693	0.053121	-0.085659	0.053821	-0.086488	0.000263	0.001001	0.002079	0.000398	0.001192	0.000631	0.001256	0.002026	0.000028	0.00053	0.000537	0.000278	0.03223	0.001084	0.001856	0.00119	0.000854	0.001396	0.002527	0.001746	548.311561	20.465918	2049.64128	136.892077	790916.0587
08152017 12:22:07.086274	62	468	Station3_90deg_140fps_15sec_9min	88.902994	14.234787	0.149973	14.1805	0.052432	-0.086482	0.051025	-0.083526	0.051199	-0.085146	0.049811	-0.083726	0.051213	-0.085534	0.027146	0.000333	0.050609	-0.084135	0.054132	-0.085062	0.052975	-0.085009	0.05475	-0.08357	0.050007	-0.08764	0.052299	-0.0857	0.052964	-0.086304	0.051765	-0.084705	0.054172	-0.086715	0.053034	-0.084791	0.052833	-0.086891	0.05203	-0.086485	0.051319	-0.086187	0.000531	0.00184	0.053072	-0.085607	0.053688	-0.086456	0.000361	0.001129	0.002273	0.000489	0.001402	0.000793	0.001447	0.002198	0.000105	0.000614	0.000629	0.000358	0.028476	0.001235	0.002024	0.001357	0.000993	0.001543	0.002732	0.001888	548.572994	20.516297	2049.80928	137.087049	791735.3269
08152017 12:23:07.086274	62	469	Station3_90deg_140fps_15sec_10min	89.1643	14.23134	0.149907	14.180407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	548.8343	20.507287	2049.31296	137.10622	791276.9525
08152017 12:24:07.086274	62	470	Station3_90deg_140fps_15sec_11min	89.356495	14.233113	0.150891	14.18068	0.051837	-0.086755	0.050249	-0.083958	0.050734	-0.08563	0.04922	-0.083889	0.050529	-0.085888	0.02733	0.000029	0.049944	-0.08439	0.05357	-0.085514	0.052468	-0.085581	0.054086	-0.083894	0.049305	-0.088039	0.051649	-0.086096	0.052286	-0.086722	0.050903	-0.084909	0.053602	-0.087038	0.0522	-0.084994	0.052358	-0.087266	0.051601	-0.086719	0.051002	-0.08634	0.000355	0.001736	0.053133	-0.085764	0.053563	-0.086647	0.000168	0.000996	0.00223	0.000248	0.001153	0.000494	0.001238	0.001971	-0.000136	0.000395	0.000415	0.000129	0.028607	0.000987	0.00172	0.001117	0.000755	0.001355	0.002646	0.001737	549.026495	20.641889	2049.56832	137.56969	793787.2981
08152017 12:25:07.086274	62	471	Station3_90deg_140fps_15sec_12min	89.5454	14.232527	0.149589	14.1805	0.051607	-0.086854	0.050063	-0.084362	0.050435	-0.086008	0.049328	-0.084153	0.050471	-0.086153	0.033872	0.000027	0.049819	-0.084703	0.053421	-0.085893	0.052376	-0.085977	0.053655	-0.084265	0.049159	-0.088235	0.051276	-0.086406	0.051948	-0.086976	0.050623	-0.085151	0.05344	-0.087209	0.052185	-0.085212	0.052407	-0.087455	0.051831	-0.086876	0.050423	-0.08647	0.000441	0.001784	0.052635	-0.085932	0.05366	-0.086788	0.000252	0.001069	0.002285	0.000321	0.001218	0.000551	0.001287	0.001947	-0.000033	0.000485	0.000509	0.000241	0.035073	0.00106	0.001699	0.001162	0.000829	0.001401	0.002663	0.001778	549.2154	20.463748	2049.48384	137.00286	790192.6978
08152017 12:26:07.086274	62	472	Station3_90deg_140fps_15sec_13min	89.738537	14.23406	0.149806	14.18076	0.051533	-0.086802	0.049757	-0.084568	0.050347	-0.08611	0.048983	-0.084257	0.050316	-0.086144	0.041007	-0.000069	0.049872	-0.084787	0.053271	-0.086013	0.052408	-0.086132	0.053364	-0.08448	0.049453	-0.088175	0.051402	-0.086493	0.05208	-0.087014	0.050591	-0.08521	0.053647	-0.087188	0.052058	-0.085271	0.052165	-0.087441	0.051184	-0.086806	0.050571	-0.086413	0.000331	0.001613	0.052624	-0.085911	0.053337	-0.086739	0.000155	0.00094	0.0021	0.000217	0.001101	0.000463	0.001189	0.001757	-0.000108	0.00036	0.000372	0.000131	0.042066	0.000922	0.001485	0.001035	0.000714	0.00127	0.002491	0.001628	549.408537	20.493479	2049.70464	137.118804	790671.61
08152017 12:27:07.086274	62	473	Station3_90deg_140fps_15sec_14min	89.924311	14.233827	0.150601	14.18062	0.051412	-0.086622	0.049647	-0.084629	0.050471	-0.086104	0.049038	-0.084246	0.050323	-0.086061	0.047695	-0.000059	0.049984	-0.084765	0.053145	-0.085994	0.052345	-0.08616	0.053285	-0.084548	0.049492	-0.087974	0.051436	-0.086431	0.052154	-0.086928	0.050645	-0.085158	0.053722	-0.087045	0.051891	-0.085206	0.052196	-0.087286	0.051367	-0.086635	0.050749	-0.086216	0.000399	0.001641	0.052569	-0.085748	0.053251	-0.086546	0.000215	0.000973	0.002111	0.000292	0.001135	0.000501	0.001205	0.001707	-0.000047	0.000395	0.000432	0.0002	0.048648	0.000944	0.001443	0.001045	0.000746	0.001282	0.002469	0.001631	549.594311	20.602272	2049.67104	137.505605	792633.0451
